	lat	lon	adm_id	harvest_year	crop_name	harvest_area	crop_area_percentage	awc	bulk_density	drainage_class	ssm	rsm	ndvi	tmin	tmax	tavg	prec	rad	et0	vpd	cwb	fpar	production
730	22.30217596	71.79751092	6620	2020	cotton	0.6	59.9	103.4	1.37	4	21.5	78.5	0.29	15.17230059	29.93442617	22.6	38.3	12722.9	6.82	1.13	4.2	0.42	2.64
731	22.39211653	71.84349227	8912	2022	wheat	0.82	66.4	83.3	1.56	3	30.6	45.5	0.57	17.26908823	31.83789312	24.6	21	17975.6	6.93	0.66	-13.65	0.69	2.89
732	22.40412417	71.75495196	8178	2018	cotton	2.48	28	135.6	1.39	4	7.3	102.9	0.44	14.61491619	39.6716468	27.1	15.3	22189.5	2.87	2.33	0.95	0.55	9.16
733	22.4052173	71.81354656	5919	2018	cotton	3.39	52.3	136	1.26	1	23.8	97.4	0.59	14.30960334	39.6250909	27	13.2	18344	2.63	0.59	0.05	0.68	12.68
734	22.41200458	71.84273942	1370	2018	mustard	4.6	43.1	183	1.12	3	15.2	51.2	0.34	12.78397402	30.92224505	21.9	29.1	21467.6	6.52	1.74	-3.5	0.41	22.23
735	22.41280104	71.85966303	3692	2018	mustard	3.36	19.2	147.4	1.33	2	8.8	116	0.56	13.18497778	28.14777068	20.7	22.7	20425.9	5.79	2.41	-6.25	0.69	14.42
736	22.3275357	71.78720072	3623	2019	mustard	0.54	12.6	96.2	1.34	3	27	54.4	0.78	15.43483425	27.65913277	21.5	6.3	21907.3	6.23	1.8	-24.85	0.84	1.69
737	22.33985232	71.83883516	8570	2021	mustard	2.93	47	154	1.1	2	12.6	27.2	0.66	16.34068499	28.64680789	22.5	30.5	16127.7	3.59	1.1	12.55	0.74	14.28
738	22.28770279	71.74190641	4053	2019	cotton	3.45	20.3	129.6	1.19	4	21.2	38.5	0.26	17.04775911	29.91174448	23.5	37.6	23383.2	5.15	2.05	11.85	0.41	16.03
739	22.30132519	71.76348761	4232	2018	cotton	3.15	16.9	185.9	1.51	4	28.7	82.4	0.29	12.56088341	28.84471847	20.7	2.8	18879.8	3.09	1.97	-12.65	0.36	10.8
740	22.38976188	71.82308723	7370	2021	mustard	3.23	69.6	163.7	1.25	1	12.4	110.7	0.28	17.01884098	28.75427212	22.9	30.1	16421.9	4.23	1.68	8.95	0.35	14.91
741	22.34879746	71.81858741	4371	2019	mustard	1.72	14.6	103.5	1.55	3	28.9	78.5	0.45	16.69459166	39.45868314	28.1	34.5	20108.9	2.32	1.64	22.9	0.59	7.41
742	22.38565795	71.82698932	2667	2018	mustard	4.32	18.4	134.4	1.52	5	5	83.9	0.23	12.06037829	29.21061406	20.6	14.6	18462.1	4.04	0.66	-5.6	0.33	14.92
743	22.34766064	71.75529021	6340	2020	wheat	3.89	78.2	139.3	1.54	2	12.7	65.9	0.33	17.13689713	33.79996305	25.5	31.7	21821.2	6.79	1.06	-2.25	0.38	17.25
744	22.34083585	71.8161834	5298	2018	cotton	2.61	31.3	175.1	1.56	4	20.2	101.4	0.67	17.37098906	32.94571875	25.2	37.6	12229.3	4.02	0.56	17.5	0.76	13.98
745	22.34283963	71.821534	7367	2020	mustard	2.56	27.5	143.1	1.26	5	27.3	87.2	0.35	16.98219568	31.04194108	24	36.8	19696.5	5.05	1.25	11.55	0.47	12.29
746	22.40530096	71.76297466	2871	2022	cotton	3.4	54.4	183.9	1.59	3	21.6	33.1	0.21	13.96694981	31.74510919	22.9	24.3	19656.3	4.06	1.2	4	0.29	14.97
747	22.32990074	71.82510699	3826	2021	cotton	2.05	47.2	134	1.49	3	14.1	95.9	0.67	17.09257016	28.74909024	22.9	2.1	17191.5	6.11	0.98	-28.45	0.79	6.53
748	22.33716985	71.73792611	2388	2022	mustard	2.26	56	166.9	1.44	2	20.8	82.4	0.63	10.76257271	36.73888114	23.8	10.5	20578.6	3.33	1.72	-6.15	0.76	8.84
749	22.34613418	71.80124099	4908	2018	cotton	2.81	37	137.6	1.55	3	14.1	26.6	0.24	13.11340947	36.73674631	24.9	16.8	22275.2	4.13	1.07	-3.85	0.36	10.11
750	22.41440632	71.77059981	7116	2019	wheat	3.31	37.2	148.3	1.12	2	32.6	36.9	0.66	12.32674766	31.73181939	22	31.2	12529.3	3.22	1.97	15.1	0.79	16.04
751	22.31969388	71.75071378	7852	2021	mustard	1.3	39.7	91.7	1.31	5	6.9	59.3	0.33	10.07842861	27.32625021	18.7	9.4	21546.7	6.31	2.36	-22.15	0.45	3.76
752	22.3038821	71.78499632	7286	2022	wheat	4.79	72.6	141	1.47	4	21.9	86.6	0.66	15.86182116	25.46624781	20.7	2.7	19557.8	4.46	1.76	-19.6	0.8	15.71
753	22.39876145	71.80011507	9804	2021	wheat	3.18	30.3	186.1	1.53	2	24.6	97.3	0.31	10.79367942	26.8851101	18.8	18.4	22125.4	4.58	2.32	-4.5	0.42	13.43
754	22.36475089	71.81796543	9022	2019	mustard	4.66	66	146.3	1.38	3	35	48.3	0.32	13.61188183	28.62315185	21.1	15.5	13092.2	3.35	1.63	-1.25	0.38	17.33
755	22.39070001	71.89013329	6154	2019	wheat	3.8	59	167.3	1.39	4	12.1	33.3	0.33	10.46600906	25.37949924	17.9	32.9	19818.4	4.87	1.57	8.55	0.45	18.26
756	22.3722114	71.7537024	6882	2018	mustard	3.12	11.7	139.4	1.3	1	28.1	39	0.59	11.6456246	28.67969725	20.2	15.6	17027.2	5.33	0.98	-11.05	0.65	12.12
757	22.38369112	71.81275287	4196	2019	cotton	3.17	81.5	144.5	1.28	4	28.1	23.6	0.61	15.55927136	29.25669643	22.4	31.6	19226.8	7.91	1.99	-7.95	0.75	15.08
758	22.40206707	71.746943	9109	2022	mustard	0.61	42.8	116.6	1.43	4	34.2	91	0.52	10.3192617	32.05929431	21.2	10	12590.4	6.33	0.97	-21.65	0.63	2.01
759	22.32637447	71.82255455	7809	2021	mustard	3.12	78.8	104.9	1.31	4	5	41.9	0.72	15.16603652	27.29603591	21.2	16.8	21325.4	5.5	2.33	-10.7	0.82	11.55
760	22.38953635	71.84517977	2354	2019	cotton	1.16	12	81.5	1.15	5	18.8	83.6	0.26	10.73013416	30.62038911	20.7	10.2	23951.6	2.82	1.74	-3.9	0.35	3.25
761	22.34659727	71.83560916	5785	2019	wheat	2.31	64.2	138.9	1.28	1	8	34.7	0.72	15.62459634	32.424115	24	36.1	15414.8	5.07	0.54	10.75	0.85	11.58
762	22.39279812	71.85638109	9808	2019	cotton	2.74	69.6	135.5	1.42	3	7.7	38.3	0.67	15.09993068	35.02304471	25.1	23	18069.2	2.05	1.93	12.75	0.74	11.66
763	22.31622073	71.79414679	9115	2021	wheat	0.81	10.2	81.1	1.4	5	13.4	64.5	0.49	10.59653523	27.18085142	18.9	22.9	12160.2	5.83	1.75	-6.25	0.62	2.89
764	22.31445928	71.75406107	2871	2018	mustard	0.57	11.3	93.1	1.3	3	10.5	78.6	0.73	17.05651516	34.12521263	25.6	36.9	14711.6	5.74	1.88	8.2	0.79	2.62
765	22.40425052	71.89744738	9880	2020	mustard	4.68	50.1	129.1	1.22	1	13.9	61.7	0.42	10.73462408	26.62939889	18.7	36.1	16762	4.78	1.7	12.2	0.52	21.94
766	22.35144319	71.77727093	9951	2021	mustard	4.83	37.4	133.7	1.36	2	16.8	78.8	0.63	16.61621839	31.20599532	23.9	37.5	18843.8	6.16	0.96	6.7	0.71	23.88
767	22.28207417	71.73484043	5055	2018	cotton	1.64	48.9	168.9	1.44	3	7.3	91.3	0.8	16.22085414	32.07749412	24.1	25.7	16293	5.88	0.61	-3.7	0.87	7.91
768	22.32755866	71.81471053	5305	2021	wheat	3.83	29.3	81	1.35	3	32.8	112.8	0.25	14.69715411	33.30570144	24	11.8	18040.2	2.57	1.73	-1.05	0.32	10.84
769	22.30781764	71.76144823	2923	2021	wheat	2.5	89.1	102.8	1.59	2	31.1	41.4	0.45	14.32483552	27.85781056	21.1	24	22340	2.69	0.83	10.55	0.59	9.43
770	22.38039742	71.81489964	6744	2022	wheat	3.92	86.4	116.9	1.23	5	18.2	37.7	0.3	12.26475146	39.54739467	25.9	25.2	17962.3	5.96	0.58	-4.6	0.43	15.38
771	22.32402303	71.80884857	3719	2021	mustard	1.5	37.7	113.2	1.26	5	24.7	67.8	0.52	12.88426195	30.10965022	21.5	20.7	14971.6	7.5	1.57	-16.8	0.61	5.75
772	22.31237259	71.80677093	4390	2019	wheat	0.92	25.8	197	1.26	1	13.6	58.8	0.73	11.10287908	29.23141306	20.2	37.4	16990.5	2.62	2.43	24.3	0.86	5.22
773	22.33664443	71.77864426	9720	2020	mustard	4.16	44.7	103	1.42	3	34.2	25.3	0.6	17.1722116	36.96471865	27.1	8.3	20945.7	2.08	1.43	-2.1	0.71	13.07
774	22.34275675	71.7803033	3758	2022	mustard	4.31	65.8	80.9	1.5	3	31.5	67.8	0.51	14.94173873	35.95590005	25.4	20.1	15434.6	5.61	2.3	-7.95	0.59	14.75
775	22.32637907	71.80954966	5740	2020	mustard	0.69	83.9	181.1	1.34	5	27.4	97.4	0.35	14.03351692	26.4726733	20.3	23.8	18401.9	2.73	2.2	10.15	0.46	3.11
776	22.29919557	71.74023489	2560	2022	cotton	3.89	26.3	170.8	1.6	2	23.1	100.3	0.56	12.80672542	26.86948678	19.8	11.4	21167.9	3.42	1.65	-5.7	0.69	15.19
777	22.2971954	71.73459021	5543	2018	cotton	1.66	87	163.5	1.3	2	15.5	108.7	0.27	11.25800739	35.70214769	23.5	30.6	23852.2	2.61	1.7	17.55	0.39	7.67
778	22.41881484	71.78459021	5090	2019	mustard	1.77	37.8	139.7	1.32	2	7.4	54.4	0.5	13.6846818	38.18534578	25.9	5.9	23292.6	3.68	1.51	-12.5	0.62	5.89
779	22.30115119	71.76871131	5055	2020	mustard	2.72	46	147.6	1.15	4	28.3	27.1	0.4	11.41480642	25.93668181	18.7	20.7	12578.5	3.35	2.3	3.95	0.49	11.15
780	22.32619661	71.81866319	5402	2019	cotton	3.27	37.6	197.5	1.32	4	5.7	109.4	0.38	13.64631102	27.16234166	20.4	39.8	15640.2	3.11	1.45	24.25	0.47	18
781	22.35703477	71.85755637	2237	2021	cotton	1.66	65.8	94.4	1.57	1	32.3	24.3	0.5	11.02984889	36.04826793	23.5	26.4	16881	6.37	1.39	-5.45	0.64	6.39
782	22.37214616	71.83704625	5558	2022	cotton	2.16	14.4	120.4	1.46	3	18.7	38.4	0.29	11.8667988	35.27325856	23.6	15.5	13104.4	7.22	1.49	-20.6	0.44	7.39
783	22.39683641	71.8684853	6362	2021	cotton	2.6	31.3	177.3	1.31	5	13.6	59.1	0.59	16.04618569	29.42808552	22.7	21.8	17596.8	5.59	1.95	-6.15	0.69	11.89
784	22.29942626	71.7912966	8511	2018	wheat	1.35	12.7	182.5	1.57	3	6	36.8	0.52	11.29033684	36.01777985	23.7	17.4	15640.6	6.06	1.75	-12.9	0.58	5.8
785	22.30175217	71.77170765	7516	2022	wheat	2.36	31	100.7	1.17	2	26.2	118.8	0.51	12.35832692	38.5591624	25.5	8.1	21522	4.96	1.32	-16.7	0.57	7.28
786	22.34762531	71.82515169	9105	2019	cotton	1.79	66.6	186.3	1.16	3	13.5	94.3	0.76	14.68745782	34.17769463	24.4	10.3	12270.2	5.51	1.04	-17.25	0.83	7.61
787	22.36553067	71.74292068	6533	2020	cotton	0.51	73.8	111.8	1.18	5	35	46.1	0.44	12.17309906	33.62129955	22.9	16.4	19292.3	4.34	2.43	-5.3	0.49	1.81
788	22.35181585	71.73597077	8951	2019	mustard	2.3	79.2	132.1	1.49	3	15.7	98.3	0.37	15.06987241	25.4970431	20.3	11	14177.2	6.86	2.44	-23.3	0.44	7.75
789	22.33252196	71.76226292	1752	2018	mustard	3.73	39.4	148.6	1.59	1	29.4	60.4	0.59	17.71650274	32.63555968	25.2	10.7	20408.2	6.02	0.69	-19.4	0.68	13.71
790	22.28680571	71.73203855	1266	2021	mustard	2.86	88.9	135.9	1.57	1	28.4	60.1	0.24	14.71936574	34.90255972	24.8	15.5	20046.2	4.76	0.54	-8.3	0.37	10.04
791	22.31766587	71.79526777	8479	2021	wheat	4.49	83.5	82.2	1.12	1	17.4	25.3	0.55	17.67069107	29.84818172	23.8	22.9	19131.8	5.48	1.9	-4.5	0.63	16.54
792	22.33730229	71.82499291	3161	2019	cotton	2.59	14.7	181.6	1.26	3	8	75.9	0.24	14.38444733	25.14940797	19.8	14.5	21203.8	7.9	2.47	-25	0.3	10.31
793	22.37446383	71.7668015	2529	2020	wheat	2.38	43.6	119	1.42	3	33.4	62.7	0.39	15.46695353	39.75653299	27.6	15.3	21030.8	3.03	1.59	0.15	0.48	8.29
794	22.32579393	71.77028006	7092	2018	cotton	4.48	40	147	1.3	2	34.5	72.3	0.77	12.84474865	39.77989804	26.3	6.1	16921	6.36	0.58	-25.7	0.84	16.27
795	22.3088965	71.80595394	6005	2021	wheat	1.96	85.9	192	1.49	2	23.7	35	0.66	12.30436623	32.02752902	22.2	5	19908	5.91	0.64	-24.55	0.78	7.64
796	22.31609214	71.77394558	2559	2018	cotton	0.67	36.6	98.4	1.35	1	30.7	89.2	0.75	16.91538298	34.1333732	25.5	0.7	23462.7	2.07	1.59	-9.65	0.89	1.91
797	22.30159511	71.77994829	2276	2021	wheat	2.37	17.2	143.7	1.41	2	24.7	51.8	0.59	12.44572261	36.93045874	24.7	8.1	12857.3	4.45	1.14	-14.15	0.73	8.37
798	22.39120458	71.82381779	9510	2019	mustard	0.88	14.5	174.1	1.53	4	6.9	91.5	0.31	16.75147329	30.6888937	23.7	0.9	19002.5	4.41	1.97	-21.15	0.37	2.84
799	22.30074868	71.78905862	6629	2018	wheat	1.1	77.1	131.7	1.4	1	12.4	27.2	0.46	16.37682658	25.77341479	21.1	4.8	23722.3	4.4	1.34	-17.2	0.54	3.46
800	22.325638	71.77077361	8826	2019	cotton	2.15	11.3	97.6	1.55	1	29.8	29.1	0.42	16.53765323	36.62316644	26.6	37.4	15509.4	4.95	1.75	12.65	0.5	9.4
801	22.38595124	71.76575345	2463	2021	wheat	2.82	69.4	92.4	1.12	1	6	42.7	0.28	11.09857807	28.03605045	19.6	12.9	19004.3	2.85	1.33	-1.35	0.42	8.65
802	22.32442304	71.75733069	7022	2020	wheat	4.71	62.2	160.5	1.5	3	23.1	55.2	0.54	12.91368441	25.22373057	19.1	6.2	13401.8	4.2	1.2	-14.8	0.61	16.71
803	22.34748694	71.73225849	3181	2021	wheat	4.4	43.3	85.5	1.51	2	28.7	59	0.26	12.42116811	30.79443433	21.6	28.9	12186.2	7.69	2.45	-9.55	0.32	16.31
804	22.29943932	71.74982713	1138	2022	wheat	4.07	33.2	176.7	1.32	5	24.4	82.7	0.79	12.06935706	28.94395289	20.5	33.5	19408.2	5	1.16	8.5	0.88	21.61
805	22.32299005	71.73826682	8210	2019	mustard	0.56	54.6	98.6	1.41	3	24.3	28.3	0.27	13.50562958	33.41944679	23.5	23.6	19583.5	4.28	2.45	2.2	0.38	2.02
806	22.41209293	71.7791617	3480	2019	mustard	2.68	84	130.3	1.35	4	25	58.5	0.54	16.07259686	25.26441657	20.7	12.8	12171.3	5.12	1.39	-12.8	0.6	9.66
807	22.33166512	71.81171108	4559	2021	mustard	2.73	76.8	134	1.4	1	31.9	34.7	0.55	16.98780273	29.62015368	23.3	1	23693	2.91	0.5	-13.55	0.64	8.33
808	22.35912772	71.80473172	3017	2019	wheat	3.92	37.1	91.8	1.57	5	22.1	54.8	0.32	10.65347428	35.16818396	22.9	9.5	14150.5	4.56	2.32	-13.3	0.4	11.11
809	22.29825136	71.78756235	6759	2021	mustard	1.77	49	100.3	1.44	4	6.9	37.6	0.74	10.09529099	37.096393	23.6	21.5	18795.8	5.21	1.59	-4.55	0.81	6.87
810	22.32657233	71.75678619	5059	2019	cotton	2.66	28.9	147.2	1.27	3	29.3	47.4	0.68	11.52548588	37.08999934	24.3	36.6	18788.6	5.85	2.48	7.35	0.79	13.54
811	22.40690968	71.81548695	5065	2018	mustard	2.86	89.2	103.1	1.28	5	20.3	89.6	0.54	13.32453817	27.79784958	20.6	3.7	20178.1	6.28	2.31	-27.7	0.64	8.27
812	22.34060491	71.83161451	5668	2022	mustard	3.3	64.2	132.2	1.48	1	8	20.8	0.75	16.59356764	36.8124107	26.7	28.8	20999.6	3.88	1.39	9.4	0.82	15.07
813	22.34145704	71.75535549	4366	2020	mustard	3.18	29.2	193.4	1.36	5	26.3	116.3	0.37	17.0924758	25.441768	21.3	31.3	17713.8	2.03	2.22	21.15	0.51	15.97
814	22.37273688	71.76358703	4090	2022	mustard	1.18	70	177.8	1.59	4	14.9	73.5	0.45	12.01166113	26.59762394	19.3	33.4	13722.7	5.01	1.29	8.35	0.56	5.89
815	22.29050799	71.75861377	4921	2018	cotton	2.65	57.8	195.2	1.45	4	6	23.6	0.78	11.50951782	30.45812199	21	33.7	20431.7	2.5	1.52	21.2	0.9	14.5
816	22.35095071	71.78786661	4949	2018	cotton	3.53	22.7	85.4	1.29	4	19.2	39	0.32	10.19964591	33.43817445	21.8	39.2	17250.6	2.06	0.64	28.9	0.41	15.22
817	22.34278538	71.76110609	2163	2022	mustard	4.16	90	125.2	1.18	5	31.8	40.3	0.33	12.27110192	29.3966002	20.8	29.7	19692.8	5.06	1.15	4.4	0.44	17.74
818	22.35890981	71.85485236	6185	2020	wheat	1.13	84.3	186.1	1.32	2	28.5	77.3	0.49	15.56652001	31.99472829	23.8	9.7	23932.4	4.85	2.21	-14.55	0.55	4.49
819	22.34599984	71.77867992	7895	2022	cotton	0.68	58.2	107.2	1.4	3	21.8	48.9	0.6	11.50612409	27.08758151	19.3	1.5	22336.1	7	1.14	-33.5	0.71	1.94
820	22.36219808	71.84564656	8717	2019	mustard	1.22	57	117.2	1.25	1	13.6	98.4	0.74	11.54110673	35.17733542	23.4	32.5	17578.3	6.75	1.02	-1.25	0.88	5.66
821	22.28856493	71.72488898	2106	2022	wheat	4.86	16.3	166.1	1.56	1	12.4	87	0.68	14.07039538	37.72346662	25.9	17.6	17046.5	5.23	0.59	-8.55	0.78	20.77
822	22.37996782	71.88177133	1652	2019	cotton	0.88	74.5	114.1	1.12	1	22.1	28.1	0.47	11.10003874	34.49972227	22.8	10.1	22441	4	2.03	-9.9	0.58	2.9
823	22.35603741	71.85547939	5693	2022	cotton	3.8	55.8	104.8	1.45	5	9	54.9	0.27	17.57448366	26.34856765	22	20.4	14854.8	4.71	0.98	-3.15	0.39	13.28
824	22.34323049	71.82825384	7590	2021	cotton	1.36	88.6	84.2	1.3	1	5.4	41.3	0.44	12.862685	26.47944902	19.7	9	18636.7	6.55	2.01	-23.75	0.56	3.92
825	22.39145471	71.86111567	9808	2022	mustard	4.67	44.2	188.4	1.23	5	26.8	86.6	0.78	12.217246	34.61740583	23.4	39.1	19408.5	3.34	2.26	22.4	0.91	26.7
826	22.28534997	71.73658961	2369	2020	wheat	3.46	10.6	142.6	1.36	3	32.1	26.6	0.77	10.45578742	25.5929674	18	18.6	18294.1	7.64	0.51	-19.6	0.85	14.53
827	22.33568355	71.82840146	4329	2022	wheat	4.79	82.8	119.4	1.3	2	14.4	82.6	0.41	12.18493233	30.17333809	21.2	23.3	23068.5	2.06	1.86	13	0.49	18.81
828	22.39707211	71.88963674	7401	2020	mustard	2.6	70.9	147.2	1.27	5	14.7	90.1	0.78	11.22668625	30.50380336	20.9	13.2	21735	5.29	2.36	-13.25	0.87	10.41
829	22.34480354	71.75256092	6081	2018	mustard	2.55	39.8	141	1.41	4	22	89.3	0.36	16.31501561	33.18087874	24.7	36.8	14826.8	3.49	2.45	19.35	0.46	12.13
830	22.28691479	71.74227216	1948	2019	mustard	0.64	34.5	196.8	1.37	2	29.1	39.7	0.6	17.31592529	34.95821589	26.1	30.8	16147	2.18	1.8	19.9	0.71	3.34
831	22.39920093	71.8923446	2900	2021	wheat	2.1	17.5	168	1.16	4	25.1	105.1	0.58	14.94030667	39.67256096	27.3	22.5	19436.6	4.35	0.93	0.75	0.73	9.53
832	22.2978262	71.77951823	1901	2022	mustard	4.04	77.9	112.8	1.37	3	13.4	112.8	0.41	11.71964057	39.92821921	25.8	29.8	18811.6	7.5	2.04	-7.7	0.56	16.85
833	22.36553906	71.78741669	2956	2019	mustard	2.48	69.7	96	1.45	1	27.8	110.1	0.68	15.18118587	36.97779761	26.1	13.1	21915	6.12	0.55	-17.5	0.79	8.36
834	22.28834198	71.7465265	1185	2019	mustard	4.48	24.7	132.5	1.32	2	14.4	104.6	0.65	16.17504465	32.44254549	24.3	24.8	23946.4	5.87	1.03	-4.55	0.76	19.36
835	22.4110364	71.80777404	9568	2020	cotton	4.86	67.2	88.9	1.5	5	13.6	88.9	0.54	15.74468816	28.20917181	22	30.9	21684	6.88	1.1	-3.5	0.62	19.76
836	22.40891603	71.82274053	3735	2020	mustard	2.83	56.3	170.5	1.14	3	10.1	110.2	0.6	17.30558487	31.0655452	24.2	25.8	21397.3	4.63	1.4	2.65	0.68	13.43
837	22.33633861	71.79704225	2934	2020	wheat	1.03	29.7	114.6	1.18	1	19.3	76.2	0.57	14.85548549	25.70498038	20.3	7.8	14967.8	4.24	0.63	-13.4	0.66	3.35
838	22.41897502	71.80493463	5456	2021	cotton	1.49	74.4	91.8	1.11	5	13	84.3	0.68	13.98717218	31.92226114	23	1.2	15439	6.79	0.88	-32.75	0.76	4.17
839	22.41528737	71.79153283	2262	2020	wheat	1.03	83.5	192.2	1.53	4	12.9	21.1	0.36	13.31594446	31.68152403	22.5	31.2	17739.8	4.93	1.55	6.55	0.43	5.11
840	22.40477937	71.89537557	6900	2022	cotton	2.98	16.3	117.3	1.36	1	17.1	38.7	0.61	15.25480755	35.37208637	25.3	30.7	16487.7	7.55	1.39	-7.05	0.75	13.18
841	22.40891183	71.80958826	3734	2022	cotton	4.42	51.8	181.2	1.12	3	19.9	82.7	0.64	17.39053267	29.96346086	23.7	37.4	22025.1	6.61	0.59	4.35	0.77	24.18
842	22.32637911	71.7582307	2685	2020	wheat	2.38	62.2	127.7	1.3	5	23.3	93.5	0.35	17.63386854	32.77690591	25.2	25.6	22354.1	2.05	2.47	15.35	0.43	9.7
843	22.36570957	71.84707107	4742	2018	mustard	3.04	77.4	116.4	1.13	5	15.4	98.4	0.6	11.38045029	25.04110739	18.2	22.8	19525.3	5.97	2.16	-7.05	0.72	12.34
844	22.3604222	71.83926319	1201	2018	wheat	2.28	75	180.2	1.52	2	11	65.4	0.67	10.1920525	28.34575184	19.3	10.4	12565.9	3.55	1.35	-7.35	0.74	9.24
845	22.38486805	71.82580978	6963	2021	wheat	1.68	37	106.8	1.55	4	29.5	59.4	0.53	16.6635765	34.32255519	25.5	7.3	12193.4	3.18	0.69	-8.6	0.59	5.12
846	22.32245671	71.79736857	1579	2019	wheat	2.67	25.4	99.6	1.16	5	34.3	95.2	0.26	10.70037509	35.97683	23.3	16.9	12875.6	6.25	0.97	-14.35	0.34	8.86
847	22.3612965	71.78107079	4678	2021	mustard	1.85	48	91.2	1.23	3	19	29.2	0.46	10.92606683	28.7917647	19.9	8.5	16208.9	7.35	0.55	-28.25	0.6	5.47
848	22.29380724	71.76331151	6241	2021	wheat	3.22	67	116.7	1.12	3	29.8	114.1	0.71	10.83162987	33.56946278	22.2	9.9	15581.4	6.26	1.56	-21.4	0.79	11.29
849	22.36092278	71.75895865	7108	2022	wheat	4.77	66.8	180.4	1.39	1	7.8	102.9	0.72	15.03580841	30.37025592	22.7	22.4	15164.4	2.01	2.18	12.35	0.86	22.52
850	22.36194006	71.75729273	3938	2018	mustard	2.55	74.4	143.3	1.52	2	28.7	80.5	0.5	12.50507149	37.89945955	25.2	29.3	12029	7.27	1.38	-7.05	0.6	11.46
851	22.31217042	71.80876942	7568	2018	mustard	1.5	34.9	143.8	1.33	1	22.8	102.3	0.41	14.57545665	30.35300499	22.5	24.4	12799.6	4.27	0.88	3.05	0.55	6.33
852	22.2926943	71.76479937	6090	2020	cotton	2.42	65	148.8	1.54	3	30.8	94.3	0.41	10.7516922	30.91740915	20.8	37.1	16631.3	2.92	2.12	22.5	0.49	11.77
853	22.39606426	71.7405524	8483	2022	wheat	4.33	56.7	138	1.34	1	32	50	0.79	16.95380445	33.95590212	25.5	22.6	22943.9	3.71	2.15	4.05	0.89	18.94
854	22.30931651	71.80051598	5777	2019	cotton	3.63	27.4	93.3	1.33	5	18.4	87.8	0.42	11.19508356	37.71934276	24.5	26.7	13698.6	5.82	2.39	-2.4	0.55	13.93
855	22.38091041	71.7608752	4974	2022	cotton	0.87	30.6	133.9	1.38	4	20.7	117.6	0.75	16.31435138	36.9583549	26.6	3.9	15459.4	6.83	0.96	-30.25	0.88	2.92
856	22.35885512	71.80383093	9083	2022	cotton	1.95	72.4	93.6	1.25	2	34.5	96.4	0.51	12.76341789	29.72722101	21.2	19.7	16326.7	5.2	2.07	-6.3	0.59	6.98
857	22.29564294	71.725822	5016	2022	mustard	4.33	68.4	163.3	1.54	2	24	93.7	0.56	10.6277785	30.82558358	20.7	10.6	22159	5.51	2.06	-16.95	0.63	16.47
858	22.38732627	71.83399287	1391	2021	wheat	3.74	58.2	97.7	1.33	2	12.8	109.3	0.51	14.66238628	37.35318469	26	0.3	19310.1	6.94	0.8	-34.4	0.58	9.85
859	22.41530202	71.77374541	1157	2020	mustard	1.21	25.1	189.6	1.12	3	31.6	68.1	0.36	10.05251099	39.22369931	24.6	36.6	21399.8	7.91	1.95	-2.95	0.42	6.4
860	22.30847876	71.75759186	6038	2021	wheat	1.85	76.3	87.8	1.32	1	30.7	88.3	0.56	10.54000041	32.18265317	21.4	32.5	12015.7	7.82	0.94	-6.6	0.71	7.75
861	22.33264603	71.81431433	4902	2022	wheat	1.55	73.2	172.4	1.47	4	34.4	35.2	0.71	12.3018867	30.88881334	21.6	35.2	22959.3	5.68	0.85	6.8	0.81	8.15
862	22.41660354	71.82418564	3332	2018	cotton	2.96	20.3	88.5	1.24	3	23.6	83.5	0.72	15.39089764	25.74425952	20.6	19.9	16247.3	4.17	1.16	-0.95	0.82	10.98
863	22.39051979	71.87038107	4792	2018	wheat	4.47	12.7	101	1.22	5	15.7	63.4	0.48	14.12418834	30.38389744	22.3	6.3	13796.5	4.3	1.45	-15.2	0.57	13.25
864	22.29990361	71.79448196	8511	2020	cotton	3.62	61.8	110.1	1.26	1	26.6	113.5	0.53	10.88739747	33.45769176	22.2	17.3	23170.4	7.52	0.82	-20.3	0.6	13.17
865	22.3652204	71.85623232	9280	2018	mustard	3.87	62	133	1.2	2	11	117.7	0.46	12.90906128	34.20264185	23.6	26.5	19621.4	2.74	1.52	12.8	0.54	16.58
866	22.40807116	71.79406007	2226	2021	mustard	3.14	66.7	88.7	1.4	5	30.9	87.1	0.76	10.09750505	34.91689608	22.5	0.2	17966.9	6	1.96	-29.8	0.89	8.56
867	22.40247962	71.86041997	8126	2018	mustard	2.32	32.2	157.5	1.4	2	14.9	88.5	0.57	11.46356323	29.44332587	20.5	2.4	17197.3	7.39	2.48	-34.55	0.64	7.82
868	22.28928227	71.75082207	5276	2020	wheat	3.78	75.7	126.1	1.3	3	23	24.3	0.63	17.9186666	37.17893052	27.5	13.2	15762.3	5.09	2.21	-12.25	0.74	13.85
869	22.29442075	71.72451488	6211	2020	cotton	1.65	37.9	155.4	1.54	4	23.3	73.2	0.68	14.36232715	27.43282009	20.9	32.6	23093.5	3.22	1.37	16.5	0.8	8.12
870	22.35613731	71.78930464	2223	2019	cotton	4.77	50.7	143.7	1.19	2	28.2	104.6	0.22	11.9835042	26.89501316	19.4	19.2	22516.8	2.67	0.84	5.85	0.3	18.29
